period,category,total_amount,txn_count,avg_amount,risk_count,micro_count,year,month,risk_rate,micro_rate
2017-10-01,Belanja & Lifestyle,6842920.0,13.0,526378.4615384615,4.0,3.0,2017,10,0.3076923076923077,0.23076923076923078
2017-11-01,Belanja & Lifestyle,4465430.0,9.0,496158.8888888889,3.0,3.0,2017,11,0.3333333333333333,0.3333333333333333
2017-12-01,Belanja & Lifestyle,2538380.0,7.0,362625.71428571426,2.0,4.0,2017,12,0.2857142857142857,0.5714285714285714
2018-01-01,Belanja & Lifestyle,2964880.0,10.0,296488.0,2.0,3.0,2018,1,0.2,0.3
2018-02-01,Belanja & Lifestyle,5955680.0,10.0,595568.0,6.0,1.0,2018,2,0.6,0.1
2018-03-01,Belanja & Lifestyle,3464000.0,6.0,577333.3333333334,3.0,0.0,2018,3,0.5,0.0
2018-04-01,Belanja & Lifestyle,699170.0,5.0,139834.0,0.0,2.0,2018,4,0.0,0.4
2018-05-01,Belanja & Lifestyle,7391430.0,13.0,568571.5384615385,7.0,2.0,2018,5,0.5384615384615384,0.15384615384615385
2018-06-01,Belanja & Lifestyle,1282315.0,7.0,183187.85714285713,0.0,4.0,2018,6,0.0,0.5714285714285714
2018-07-01,Belanja & Lifestyle,2523970.0,9.0,280441.1111111111,2.0,4.0,2018,7,0.2222222222222222,0.4444444444444444
2018-08-01,Belanja & Lifestyle,1997370.0,8.0,249671.25,1.0,3.0,2018,8,0.125,0.375
2018-09-01,Belanja & Lifestyle,5026080.0,7.0,718011.4285714285,4.0,1.0,2018,9,0.5714285714285714,0.14285714285714285
2018-10-01,Belanja & Lifestyle,3441600.0,5.0,688320.0,3.0,1.0,2018,10,0.6,0.2
2018-11-01,Belanja & Lifestyle,2840480.0,6.0,473413.3333333333,3.0,1.0,2018,11,0.5,0.16666666666666666
2018-12-01,Belanja & Lifestyle,1819520.0,3.0,606506.6666666666,1.0,1.0,2018,12,0.3333333333333333,0.3333333333333333
2019-01-01,Belanja & Lifestyle,1039360.0,3.0,346453.3333333333,1.0,1.0,2019,1,0.3333333333333333,0.3333333333333333
2019-02-01,Belanja & Lifestyle,4067680.0,8.0,508460.0,2.0,1.0,2019,2,0.25,0.125
2019-03-01,Belanja & Lifestyle,9730880.0,7.0,1390125.7142857143,6.0,0.0,2019,3,0.8571428571428571,0.0
2019-04-01,Belanja & Lifestyle,3379040.0,7.0,482720.0,2.0,0.0,2019,4,0.2857142857142857,0.0
2019-05-01,Belanja & Lifestyle,1554560.0,3.0,518186.6666666667,1.0,0.0,2019,5,0.3333333333333333,0.0
2019-06-01,Belanja & Lifestyle,1295360.0,2.0,647680.0,1.0,0.0,2019,6,0.5,0.0
2019-07-01,Belanja & Lifestyle,6476160.0,8.0,809520.0,4.0,0.0,2019,7,0.5,0.0
2019-08-01,Belanja & Lifestyle,3442880.0,5.0,688576.0,3.0,0.0,2019,8,0.6,0.0
2019-09-01,Belanja & Lifestyle,8932480.0,8.0,1116560.0,5.0,0.0,2019,9,0.625,0.0
2019-10-01,Belanja & Lifestyle,1427520.0,2.0,713760.0,2.0,0.0,2019,10,1.0,0.0
2019-11-01,Belanja & Lifestyle,1493280.0,3.0,497760.0,1.0,0.0,2019,11,0.3333333333333333,0.0
2019-12-01,Belanja & Lifestyle,3518720.0,2.0,1759360.0,2.0,0.0,2019,12,1.0,0.0
2020-01-01,Belanja & Lifestyle,1659680.0,4.0,414920.0,1.0,0.0,2020,1,0.25,0.0
2020-02-01,Belanja & Lifestyle,400000.0,1.0,400000.0,0.0,0.0,2020,2,0.0,0.0
2020-03-01,Belanja & Lifestyle,4704320.0,3.0,1568106.6666666667,3.0,0.0,2020,3,1.0,0.0
2020-04-01,Belanja & Lifestyle,0.0,0.0,0.0,0.0,0.0,2020,4,0.0,0.0
2020-05-01,Belanja & Lifestyle,0.0,0.0,0.0,0.0,0.0,2020,5,0.0,0.0
2020-06-01,Belanja & Lifestyle,0.0,0.0,0.0,0.0,0.0,2020,6,0.0,0.0
2020-07-01,Belanja & Lifestyle,0.0,0.0,0.0,0.0,0.0,2020,7,0.0,0.0
2020-08-01,Belanja & Lifestyle,0.0,0.0,0.0,0.0,0.0,2020,8,0.0,0.0
2020-09-01,Belanja & Lifestyle,0.0,0.0,0.0,0.0,0.0,2020,9,0.0,0.0
2020-10-01,Belanja & Lifestyle,0.0,0.0,0.0,0.0,0.0,2020,10,0.0,0.0
2020-11-01,Belanja & Lifestyle,0.0,0.0,0.0,0.0,0.0,2020,11,0.0,0.0
2020-12-01,Belanja & Lifestyle,0.0,0.0,0.0,0.0,0.0,2020,12,0.0,0.0
2021-01-01,Belanja & Lifestyle,0.0,0.0,0.0,0.0,0.0,2021,1,0.0,0.0
2021-02-01,Belanja & Lifestyle,0.0,0.0,0.0,0.0,0.0,2021,2,0.0,0.0
2021-03-01,Belanja & Lifestyle,0.0,0.0,0.0,0.0,0.0,2021,3,0.0,0.0
2021-04-01,Belanja & Lifestyle,0.0,0.0,0.0,0.0,0.0,2021,4,0.0,0.0
2021-05-01,Belanja & Lifestyle,0.0,0.0,0.0,0.0,0.0,2021,5,0.0,0.0
2021-06-01,Belanja & Lifestyle,0.0,0.0,0.0,0.0,0.0,2021,6,0.0,0.0
2021-07-01,Belanja & Lifestyle,0.0,0.0,0.0,0.0,0.0,2021,7,0.0,0.0
2021-08-01,Belanja & Lifestyle,0.0,0.0,0.0,0.0,0.0,2021,8,0.0,0.0
2021-09-01,Belanja & Lifestyle,0.0,0.0,0.0,0.0,0.0,2021,9,0.0,0.0
2021-10-01,Belanja & Lifestyle,0.0,0.0,0.0,0.0,0.0,2021,10,0.0,0.0
2021-11-01,Belanja & Lifestyle,0.0,0.0,0.0,0.0,0.0,2021,11,0.0,0.0
2021-12-01,Belanja & Lifestyle,0.0,0.0,0.0,0.0,0.0,2021,12,0.0,0.0
2022-01-01,Belanja & Lifestyle,3230500.0,15.0,215366.66666666666,1.0,4.0,2022,1,0.06666666666666667,0.26666666666666666
2022-02-01,Belanja & Lifestyle,2708300.0,12.0,225691.66666666666,0.0,5.0,2022,2,0.0,0.4166666666666667
2022-03-01,Belanja & Lifestyle,2885300.0,11.0,262300.0,1.0,3.0,2022,3,0.09090909090909091,0.2727272727272727
2022-04-01,Belanja & Lifestyle,4875700.0,20.0,243785.0,1.0,3.0,2022,4,0.05,0.15
2022-05-01,Belanja & Lifestyle,3334100.0,16.0,208381.25,1.0,8.0,2022,5,0.0625,0.5
2022-06-01,Belanja & Lifestyle,2406400.0,13.0,185107.6923076923,1.0,6.0,2022,6,0.07692307692307693,0.46153846153846156
2022-07-01,Belanja & Lifestyle,8777600.0,18.0,487644.44444444444,5.0,4.0,2022,7,0.2777777777777778,0.2222222222222222
2022-08-01,Belanja & Lifestyle,6355000.0,22.0,288863.63636363635,5.0,6.0,2022,8,0.22727272727272727,0.2727272727272727
2022-09-01,Belanja & Lifestyle,3796800.0,17.0,223341.17647058822,1.0,4.0,2022,9,0.058823529411764705,0.23529411764705882
2022-10-01,Belanja & Lifestyle,10363200.0,17.0,609600.0,8.0,1.0,2022,10,0.47058823529411764,0.058823529411764705
2022-11-01,Belanja & Lifestyle,4371200.0,15.0,291413.3333333333,2.0,4.0,2022,11,0.13333333333333333,0.26666666666666666
2022-12-01,Belanja & Lifestyle,4159800.0,17.0,244694.11764705883,3.0,8.0,2022,12,0.17647058823529413,0.47058823529411764
2023-01-01,Belanja & Lifestyle,3083300.0,11.0,280300.0,2.0,2.0,2023,1,0.18181818181818182,0.18181818181818182
2023-02-01,Belanja & Lifestyle,3443200.0,15.0,229546.66666666666,2.0,5.0,2023,2,0.13333333333333333,0.3333333333333333
2023-03-01,Belanja & Lifestyle,3876500.0,8.0,484562.5,3.0,1.0,2023,3,0.375,0.125
2023-04-01,Belanja & Lifestyle,4001500.0,15.0,266766.6666666667,2.0,4.0,2023,4,0.13333333333333333,0.26666666666666666
2023-05-01,Belanja & Lifestyle,4869200.0,19.0,256273.68421052632,1.0,5.0,2023,5,0.05263157894736842,0.2631578947368421
2023-06-01,Belanja & Lifestyle,6046700.0,14.0,431907.14285714284,2.0,3.0,2023,6,0.14285714285714285,0.21428571428571427
2023-07-01,Belanja & Lifestyle,6963700.0,19.0,366510.5263157895,4.0,5.0,2023,7,0.21052631578947367,0.2631578947368421
2023-08-01,Belanja & Lifestyle,3468100.0,13.0,266776.92307692306,1.0,2.0,2023,8,0.07692307692307693,0.15384615384615385
2023-09-01,Belanja & Lifestyle,2965100.0,13.0,228084.61538461538,2.0,3.0,2023,9,0.15384615384615385,0.23076923076923078
2023-10-01,Belanja & Lifestyle,4442100.0,13.0,341700.0,3.0,1.0,2023,10,0.23076923076923078,0.07692307692307693
2023-11-01,Belanja & Lifestyle,4689200.0,18.0,260511.11111111112,1.0,4.0,2023,11,0.05555555555555555,0.2222222222222222
2023-12-01,Belanja & Lifestyle,3697300.0,18.0,205405.55555555556,0.0,7.0,2023,12,0.0,0.3888888888888889
2024-01-01,Belanja & Lifestyle,4313300.0,11.0,392118.1818181818,3.0,2.0,2024,1,0.2727272727272727,0.18181818181818182
2024-02-01,Belanja & Lifestyle,2308500.0,14.0,164892.85714285713,1.0,7.0,2024,2,0.07142857142857142,0.5
2024-03-01,Belanja & Lifestyle,4351600.0,18.0,241755.55555555556,3.0,8.0,2024,3,0.16666666666666666,0.4444444444444444
2024-04-01,Belanja & Lifestyle,4090300.0,16.0,255643.75,2.0,4.0,2024,4,0.125,0.25
2024-05-01,Belanja & Lifestyle,2891100.0,13.0,222392.3076923077,1.0,5.0,2024,5,0.07692307692307693,0.38461538461538464
2024-06-01,Belanja & Lifestyle,3424600.0,10.0,342460.0,1.0,2.0,2024,6,0.1,0.2
2024-07-01,Belanja & Lifestyle,4305500.0,18.0,239194.44444444444,1.0,5.0,2024,7,0.05555555555555555,0.2777777777777778
2024-08-01,Belanja & Lifestyle,2901900.0,11.0,263809.0909090909,1.0,1.0,2024,8,0.09090909090909091,0.09090909090909091
2024-09-01,Belanja & Lifestyle,6856900.0,17.0,403347.0588235294,3.0,4.0,2024,9,0.17647058823529413,0.23529411764705882
2024-10-01,Belanja & Lifestyle,9297400.0,15.0,619826.6666666666,6.0,1.0,2024,10,0.4,0.06666666666666667
2024-11-01,Belanja & Lifestyle,5384400.0,21.0,256400.0,3.0,7.0,2024,11,0.14285714285714285,0.3333333333333333
2024-12-01,Belanja & Lifestyle,1342800.0,9.0,149200.0,0.0,4.0,2024,12,0.0,0.4444444444444444
2025-01-01,Belanja & Lifestyle,7656800.0,18.0,425377.77777777775,3.0,3.0,2025,1,0.16666666666666666,0.16666666666666666
2025-02-01,Belanja & Lifestyle,4383400.0,19.0,230705.26315789475,1.0,6.0,2025,2,0.05263157894736842,0.3157894736842105
2025-03-01,Belanja & Lifestyle,1625800.0,10.0,162580.0,0.0,3.0,2025,3,0.0,0.3
2025-04-01,Belanja & Lifestyle,3489200.0,11.0,317200.0,2.0,2.0,2025,4,0.18181818181818182,0.18181818181818182
2025-05-01,Belanja & Lifestyle,3814700.0,16.0,238418.75,2.0,7.0,2025,5,0.125,0.4375
2025-06-01,Belanja & Lifestyle,5657400.0,21.0,269400.0,1.0,3.0,2025,6,0.047619047619047616,0.14285714285714285
2025-07-01,Belanja & Lifestyle,6374300.0,23.0,277143.47826086957,3.0,4.0,2025,7,0.13043478260869565,0.17391304347826086
2025-08-01,Belanja & Lifestyle,3731400.0,13.0,287030.76923076925,1.0,0.0,2025,8,0.07692307692307693,0.0
2025-09-01,Belanja & Lifestyle,4462700.0,18.0,247927.77777777778,3.0,8.0,2025,9,0.16666666666666666,0.4444444444444444
2025-10-01,Belanja & Lifestyle,5040200.0,20.0,252010.0,3.0,7.0,2025,10,0.15,0.35
2025-11-01,Belanja & Lifestyle,5035200.0,18.0,279733.3333333333,2.0,3.0,2025,11,0.1111111111111111,0.16666666666666666
2025-12-01,Belanja & Lifestyle,3155600.0,11.0,286872.7272727273,2.0,4.0,2025,12,0.18181818181818182,0.36363636363636365
2015-01-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2015,1,0.0,0.0
2015-02-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2015,2,0.0,0.0
2015-03-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2015,3,0.0,0.0
2015-04-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2015,4,0.0,0.0
2015-05-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2015,5,0.0,0.0
2015-06-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2015,6,0.0,0.0
2015-07-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2015,7,0.0,0.0
2015-08-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2015,8,0.0,0.0
2015-09-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2015,9,0.0,0.0
2015-10-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2015,10,0.0,0.0
2015-11-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2015,11,0.0,0.0
2015-12-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2015,12,0.0,0.0
2016-01-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2016,1,0.0,0.0
2016-02-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2016,2,0.0,0.0
2016-03-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2016,3,0.0,0.0
2016-04-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2016,4,0.0,0.0
2016-05-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2016,5,0.0,0.0
2016-06-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2016,6,0.0,0.0
2016-07-01,Elektronik,185760.0,2.0,92880.0,0.0,0.0,2016,7,0.0,0.0
2016-08-01,Elektronik,185760.0,2.0,92880.0,0.0,0.0,2016,8,0.0,0.0
2016-09-01,Elektronik,2249760.0,3.0,749920.0,1.0,0.0,2016,9,0.3333333333333333,0.0
2016-10-01,Elektronik,665600.0,3.0,221866.66666666666,1.0,0.0,2016,10,0.3333333333333333,0.0
2016-11-01,Elektronik,968960.0,2.0,484480.0,1.0,0.0,2016,11,0.5,0.0
2016-12-01,Elektronik,1018880.0,2.0,509440.0,1.0,0.0,2016,12,0.5,0.0
2017-01-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2017,1,0.0,0.0
2017-02-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2017,2,0.0,0.0
2017-03-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2017,3,0.0,0.0
2017-04-01,Elektronik,1593760.0,2.0,796880.0,1.0,0.0,2017,4,0.5,0.0
2017-05-01,Elektronik,169760.0,1.0,169760.0,0.0,0.0,2017,5,0.0,0.0
2017-06-01,Elektronik,832800.0,2.0,416400.0,1.0,0.0,2017,6,0.5,0.0
2017-07-01,Elektronik,2553760.0,2.0,1276880.0,1.0,0.0,2017,7,0.5,0.0
2017-08-01,Elektronik,169760.0,1.0,169760.0,0.0,0.0,2017,8,0.0,0.0
2017-09-01,Elektronik,169760.0,1.0,169760.0,0.0,0.0,2017,9,0.0,0.0
2017-10-01,Elektronik,169760.0,1.0,169760.0,0.0,0.0,2017,10,0.0,0.0
2017-11-01,Elektronik,169760.0,1.0,169760.0,0.0,0.0,2017,11,0.0,0.0
2017-12-01,Elektronik,169760.0,1.0,169760.0,0.0,0.0,2017,12,0.0,0.0
2018-01-01,Elektronik,4020480.0,4.0,1005120.0,3.0,0.0,2018,1,0.75,0.0
2018-02-01,Elektronik,1080480.0,2.0,540240.0,1.0,0.0,2018,2,0.5,0.0
2018-03-01,Elektronik,1304480.0,2.0,652240.0,1.0,0.0,2018,3,0.5,0.0
2018-04-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2018,4,0.0,0.0
2018-05-01,Elektronik,1351200.0,2.0,675600.0,1.0,0.0,2018,5,0.5,0.0
2018-06-01,Elektronik,1160480.0,2.0,580240.0,1.0,0.0,2018,6,0.5,0.0
2018-07-01,Elektronik,40480.0,1.0,40480.0,0.0,0.0,2018,7,0.0,0.0
2018-08-01,Elektronik,40480.0,1.0,40480.0,0.0,0.0,2018,8,0.0,0.0
2018-09-01,Elektronik,40480.0,1.0,40480.0,0.0,0.0,2018,9,0.0,0.0
2018-10-01,Elektronik,40320.0,1.0,40320.0,0.0,0.0,2018,10,0.0,0.0
2018-11-01,Elektronik,2066080.0,2.0,1033040.0,1.0,0.0,2018,11,0.5,0.0
2018-12-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2018,12,0.0,0.0
2019-01-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2019,1,0.0,0.0
2019-02-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2019,2,0.0,0.0
2019-03-01,Elektronik,799840.0,1.0,799840.0,1.0,0.0,2019,3,1.0,0.0
2019-04-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2019,4,0.0,0.0
2019-05-01,Elektronik,900960.0,1.0,900960.0,1.0,0.0,2019,5,1.0,0.0
2019-06-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2019,6,0.0,0.0
2019-07-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2019,7,0.0,0.0
2019-08-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2019,8,0.0,0.0
2019-09-01,Elektronik,748960.0,1.0,748960.0,0.0,0.0,2019,9,0.0,0.0
2019-10-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2019,10,0.0,0.0
2019-11-01,Elektronik,219840.0,3.0,73280.0,0.0,0.0,2019,11,0.0,0.0
2019-12-01,Elektronik,51040.0,2.0,25520.0,0.0,0.0,2019,12,0.0,0.0
2020-01-01,Elektronik,169920.0,3.0,56640.0,0.0,0.0,2020,1,0.0,0.0
2020-02-01,Elektronik,233760.0,4.0,58440.0,0.0,0.0,2020,2,0.0,0.0
2020-03-01,Elektronik,254560.0,4.0,63640.0,0.0,0.0,2020,3,0.0,0.0
2020-04-01,Elektronik,511040.0,5.0,102208.0,0.0,0.0,2020,4,0.0,0.0
2020-05-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2020,5,0.0,0.0
2020-06-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2020,6,0.0,0.0
2020-07-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2020,7,0.0,0.0
2020-08-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2020,8,0.0,0.0
2020-09-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2020,9,0.0,0.0
2020-10-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2020,10,0.0,0.0
2020-11-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2020,11,0.0,0.0
2020-12-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2020,12,0.0,0.0
2021-01-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2021,1,0.0,0.0
2021-02-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2021,2,0.0,0.0
2021-03-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2021,3,0.0,0.0
2021-04-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2021,4,0.0,0.0
2021-05-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2021,5,0.0,0.0
2021-06-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2021,6,0.0,0.0
2021-07-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2021,7,0.0,0.0
2021-08-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2021,8,0.0,0.0
2021-09-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2021,9,0.0,0.0
2021-10-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2021,10,0.0,0.0
2021-11-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2021,11,0.0,0.0
2021-12-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2021,12,0.0,0.0
2022-01-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2022,1,0.0,0.0
2022-02-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2022,2,0.0,0.0
2022-03-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2022,3,0.0,0.0
2022-04-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2022,4,0.0,0.0
2022-05-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2022,5,0.0,0.0
2022-06-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2022,6,0.0,0.0
2022-07-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2022,7,0.0,0.0
2022-08-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2022,8,0.0,0.0
2022-09-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2022,9,0.0,0.0
2022-10-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2022,10,0.0,0.0
2022-11-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2022,11,0.0,0.0
2022-12-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2022,12,0.0,0.0
2023-01-01,Elektronik,400000.0,1.0,400000.0,0.0,0.0,2023,1,0.0,0.0
2023-02-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2023,2,0.0,0.0
2023-03-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2023,3,0.0,0.0
2023-04-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2023,4,0.0,0.0
2023-05-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2023,5,0.0,0.0
2023-06-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2023,6,0.0,0.0
2023-07-01,Elektronik,160000.0,1.0,160000.0,0.0,0.0,2023,7,0.0,0.0
2023-08-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2023,8,0.0,0.0
2023-09-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2023,9,0.0,0.0
2023-10-01,Elektronik,400000.0,1.0,400000.0,0.0,0.0,2023,10,0.0,0.0
2023-11-01,Elektronik,1040000.0,1.0,1040000.0,1.0,0.0,2023,11,1.0,0.0
2023-12-01,Elektronik,1408000.0,2.0,704000.0,1.0,0.0,2023,12,0.5,0.0
2024-01-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2024,1,0.0,0.0
2024-02-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2024,2,0.0,0.0
2024-03-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2024,3,0.0,0.0
2024-04-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2024,4,0.0,0.0
2024-05-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2024,5,0.0,0.0
2024-06-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2024,6,0.0,0.0
2024-07-01,Elektronik,640000.0,2.0,320000.0,1.0,0.0,2024,7,0.5,0.0
2024-08-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2024,8,0.0,0.0
2024-09-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2024,9,0.0,0.0
2024-10-01,Elektronik,89600.0,1.0,89600.0,0.0,0.0,2024,10,0.0,0.0
2024-11-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2024,11,0.0,0.0
2024-12-01,Elektronik,192000.0,1.0,192000.0,0.0,0.0,2024,12,0.0,0.0
2025-01-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2025,1,0.0,0.0
2025-02-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2025,2,0.0,0.0
2025-03-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2025,3,0.0,0.0
2025-04-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2025,4,0.0,0.0
2025-05-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2025,5,0.0,0.0
2025-06-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2025,6,0.0,0.0
2025-07-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2025,7,0.0,0.0
2025-08-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2025,8,0.0,0.0
2025-09-01,Elektronik,0.0,0.0,0.0,0.0,0.0,2025,9,0.0,0.0
